1,2,
1,26,
2,3,
2,5,
3,5,
3,6,
4,5,
4,6,
5,7,
5,9,
6,8,
6,10,
7,10,
7,11,
8,9,
8,11,
9,11,
9,13,
10,13,
10,14,
11,12,
11,14,
12,15,
12,16,
13,14,
13,16,
14,15,
14,17,
15,16,
15,18,
16,19,
16,20,
17,20,
17,21,
18,21,
19,20,
19,23,
20,22,
20,24,
21,22,
21,25,
22,24,
23,24,
23,25,
24,25,
26,27,
26,29,
27,29,
27,31,
28,29,
28,31,
29,30,
29,31,
30,32,
30,34,
31,33,
31,35,
32,34,
32,35,
33,35,
33,37,
34,37,
34,38,
35,36,
35,39,
36,38,
36,40,
37,39,
37,41,
38,39,
38,42,
39,42,
39,43,
40,42,
40,44,
41,44,
42,44,
42,46,
43,47,
44,46,
44,47,
45,46,
45,48,
46,47,
46,49,
47,48,
47,49,
48,49,
